t,gpu_util_pct,power_w,gpu_mem_used_mb
24.35306215286255,33,36.292,1099.875
24.572239875793457,33,39.429,1099.875
24.782235145568848,34,32.774,1099.875
24.997068405151367,38,33.386,1099.875
25.20906901359558,35,35.345,1099.875
25.417064666748047,37,33.961,1099.875
25.625051021575928,32,32.082,1099.875
25.83406400680542,31,34.455,1099.875
26.04796552658081,36,33.683,1099.875
26.260961294174194,36,35.028,1099.875
26.481069326400757,34,34.949,1099.875
26.712088584899902,36,35.325,1099.875
26.92728590965271,43,34.633,1099.875
27.140830993652344,35,37.499,1099.875
27.36694622039795,30,32.953,1099.875
27.573243379592896,37,34.337,1099.875
27.786142110824585,28,33.466,1099.875
27.993696928024292,30,33.348,1099.875
28.203095197677612,38,32.892,1099.875
28.413499116897583,27,30.895,1099.875
28.628931045532227,28,31.407,1099.875
28.853304147720337,18,31.093,1099.875
29.06914472579956,26,28.752,1099.875
29.28405475616455,19,30.582,1099.875
29.50515651702881,20,28.455,1099.875
29.72605323791504,22,30.121,1099.875
29.961055278778076,24,31.012,1099.875
30.182231426239014,24,30.22,1099.875
30.411056995391846,22,31.803,1099.875
30.63305425643921,29,32.28,1099.875
30.863065004348755,27,31.291,1099.875
31.080567359924316,22,32.576,1099.875
31.30595850944519,23,31.192,1099.875
31.53105139732361,27,33.763,1099.875
31.742050886154175,29,37.499,1099.875
31.958067178726196,31,33.25,1099.875
32.17605209350586,38,38.388,1099.875
32.38706994056702,49,35.028,1099.875
32.603057861328125,36,37.005,1099.875
32.81405472755432,35,33.367,1099.875
33.01905369758606,36,32.379,1099.875
33.23715138435364,37,30.715,1099.875
33.446099281311035,38,37.202,1099.875
33.657217264175415,29,32.28,1099.875
33.8698091506958,41,35.048,1099.875
34.08417320251465,40,30.022,1099.875
34.292052268981934,24,32.28,1099.875
34.504048585891724,37,32.379,1099.875
34.71664834022522,30,34.633,1099.875
34.93105626106262,42,36.489,1099.875
35.13888359069824,40,39.429,1099.875
35.349209785461426,30,30.022,1099.875
35.556215047836304,35,29.528,1099.875
35.77323627471924,38,31.489,1099.875
35.99422359466553,38,35.107,1099.875
36.200408935546875,33,32.873,1099.875
36.41516447067261,31,34.831,1099.875
36.624051570892334,32,34.04,1099.875
36.8330512046814,40,36.588,1099.875
37.044219732284546,36,35.028,1099.875
37.25810241699219,35,30.319,1099.875
37.474220275878906,29,31.686,1099.875
37.688987016677856,34,30.517,1099.875
37.90005159378052,37,34.534,1099.875
38.10723161697388,35,34.455,1099.875
38.313209533691406,32,37.85,1099.875
38.522918462753296,41,34.929,1099.875
38.73416996002197,32,35.897,1099.875
38.94105124473572,34,34.949,1099.875
39.15305280685425,45,31.704,1099.875
39.36812233924866,31,32.576,1099.875
39.57705044746399,36,33.17,1099.875
39.79322361946106,42,38.662,1099.875
40.00222635269165,32,34.04,1099.875
40.2140634059906,31,35.147,1099.875
40.42142033576965,38,35.621,1099.875
40.650256872177124,34,37.993,1099.875
40.85719084739685,32,33.645,1099.875
41.07311224937439,34,30.895,1099.875
41.28228282928467,29,36.115,1099.875
41.501304388046265,39,32.477,1099.875
41.719099283218384,23,34.376,1099.875
41.94476842880249,25,35.522,1099.875
42.15808820724487,20,37.674,1099.875
42.36919403076172,28,33.466,1099.875
42.58805203437805,25,33.842,1099.875
42.822052240371704,25,31.506,1099.875
43.04223370552063,22,32.181,1099.875
43.26520013809204,24,29.528,1099.875
43.491068840026855,25,31.588,1099.875
43.70318841934204,27,29.725,1099.875
43.93806266784668,18,33.466,1099.875
44.15953969955444,24,29.725,1099.875
44.37436032295227,22,34.277,1099.875
44.58505177497864,26,29.725,1099.875
44.8046498298645,32,36.193,1099.875
45.032318353652954,28,30.814,1099.875
45.25429177284241,37,31.407,1099.875
45.46096849441528,44,38.738,1099.875
45.67105197906494,36,34.238,1099.875
45.88406944274902,36,30.616,1099.875
46.1050591468811,34,33.268,1099.875
46.31274175643921,31,35.147,1099.875
46.532049894332886,48,31.704,1099.875
46.741050243377686,32,36.51,1099.875
46.951207637786865,37,36.313,1099.875
47.170050382614136,37,36.214,1099.875
47.385051012039185,29,33.763,1099.875
47.59568190574646,35,30.895,1099.875
47.81216907501221,34,31.884,1099.875
48.02622199058533,32,31.21,1099.875
48.250054121017456,38,34.752,1099.875
48.457205057144165,40,36.51,1099.875
48.66321849822998,30,31.489,1099.875
48.86805486679077,38,32.576,1099.875
49.076648235321045,27,30.22,1099.875
49.29405164718628,32,32.477,1099.875
49.50705122947693,31,35.74,1099.875
49.71605062484741,36,33.17,1099.875
49.92262840270996,46,33.862,1099.875
50.13605546951294,38,36.115,1099.875
50.35188269615173,32,38.366,1099.875
50.55935263633728,32,34.337,1099.875
50.770752906799316,33,32.477,1099.875
50.984070777893066,37,33.961,1099.875
51.19721484184265,32,37.181,1099.875
51.41909599304199,29,30.698,1099.875
51.63218879699707,36,37.894,1099.875
51.85305857658386,34,35.522,1099.875
52.057196378707886,36,38.069,1099.875
52.26585340499878,31,31.012,1099.875
52.484968423843384,32,31.884,1099.875
52.698089838027954,39,33.961,1099.875
52.91005277633667,33,32.459,1099.875
53.1196026802063,41,34.337,1099.875
53.339239835739136,31,31.21,1099.875
53.55105185508728,34,30.698,1099.875
53.76709342002869,28,34.06,1099.875
53.975234031677246,42,35.74,1099.875
54.18523645401001,36,32.1,1099.875
54.39223337173462,31,34.633,1099.875
54.61106586456299,28,35.621,1099.875
54.825050592422485,33,35.938,1099.875
55.04273080825806,29,29.61,1099.875
55.255242347717285,27,30.22,1099.875
55.473238706588745,27,38.442,1099.875
55.69005370140076,18,31.884,1099.875
55.90805912017822,19,30.994,1099.875
56.11906838417053,27,31.489,1099.875
56.332059383392334,21,30.022,1099.875
56.54822492599487,19,33.565,1099.875
56.78905367851257,18,29.429,1099.875
57.0012092590332,26,32.774,1099.875
57.21866202354431,22,36.532,1099.875
57.43973255157471,21,31.605,1099.875
57.662365198135376,24,31.605,1099.875
57.88156223297119,24,32.082,1099.875
58.11228895187378,22,31.983,1099.875
58.34305024147034,25,36.214,1099.875
58.554235219955444,42,40.439,1099.875
58.75919818878174,39,35.325,1099.875
58.96907091140747,35,38.168,1099.875
59.17605924606323,36,32.477,1099.875
59.38824129104614,38,37.993,1099.875
59.601052045822144,44,30.5,1099.875
59.825110912323,34,31.291,1099.875
60.038233518600464,33,31.686,1099.875
60.25206017494202,31,32.953,1099.875
60.46220827102661,33,34.435,1099.875
60.67306852340698,44,36.807,1053.875
60.88520932197571,27,36.313,1053.875
61.09027123451233,21,38.41,1053.875
61.29666256904602,30,36.193,1007.875
61.502299547195435,3,27.96,1007.875
61.70821523666382,0,27.861,1007.875
61.91422486305237,0,27.861,1007.875
62.120219230651855,0,27.861,1007.875
62.32524633407593,0,27.944,1007.875
62.53021454811096,0,27.861,1007.875
62.737221479415894,0,27.663,1007.875
62.9422447681427,0,27.663,1007.875
63.147239208221436,0,27.663,1007.875
63.3532280921936,0,27.663,1007.875
63.55927133560181,0,27.663,1007.875
63.76524996757507,0,27.663,1007.875
63.97225642204285,0,27.663,1007.875
64.17726397514343,0,27.663,1007.875
64.38223171234131,0,27.663,1007.875
64.59007716178894,0,27.564,1007.875
64.7952332496643,0,27.663,1007.875
65.00227332115173,0,27.663,1007.875
65.20790410041809,0,27.663,1007.875
65.4152262210846,0,27.663,1007.875
65.61921262741089,0,27.663,1007.875
65.82623791694641,0,27.564,1007.875
66.03422904014587,0,27.663,1007.875
66.24305701255798,0,27.549,1007.875
66.45127582550049,0,30.5,1009.875
66.65623927116394,8,28.835,1011.875
66.86123275756836,8,27.663,1011.875
67.06725740432739,0,27.663,1011.875
67.27324843406677,0,27.663,1011.875
67.48323392868042,3,27.762,1011.875
67.68922710418701,0,27.663,1011.875
67.89729332923889,0,27.663,1011.875
68.10525894165039,0,27.564,1011.875
68.31022119522095,0,27.663,1011.875
68.51609921455383,0,27.663,1011.875
68.725270986557,0,27.663,1011.875
68.93223357200623,0,27.663,1011.875
69.13723397254944,0,27.663,1011.875
69.34226846694946,0,27.663,1011.875
69.55123090744019,0,27.663,1011.875
69.75837087631226,0,27.663,1011.875
69.96905374526978,0,27.663,1011.875
70.18205142021179,0,27.564,1011.875
70.39526438713074,0,27.663,1011.875
70.61108231544495,0,27.663,1011.875
70.81624007225037,0,27.663,1011.875
71.02905941009521,0,27.663,1011.875
71.23523116111755,0,27.663,1011.875
71.44023513793945,0,27.663,1011.875
71.64605808258057,0,27.663,1011.875
71.85704898834229,0,27.663,1011.875
72.06407308578491,0,27.549,1011.875
72.26821899414062,0,27.663,1011.875
72.4742202758789,0,27.564,1011.875
72.67922520637512,0,27.564,1011.875
72.88524079322815,0,27.663,1011.875
73.09122085571289,1,27.663,1009.875
73.295236825943,7,27.564,1009.875
73.50525975227356,0,27.564,1007.875
73.71221947669983,0,27.564,1007.875
73.9162323474884,2,27.564,1007.875
74.13024377822876,0,27.663,1007.875
74.33723616600037,2,27.762,1007.875
74.54223895072937,0,27.564,1007.875
74.74621295928955,0,27.663,1007.875
74.95323371887207,0,27.564,1007.875
75.16188073158264,0,27.564,1007.875
75.37126040458679,0,27.564,1007.875
75.57627630233765,0,27.564,1007.875
75.7812249660492,0,27.564,1007.875
75.98920512199402,0,27.663,1007.875
76.1952908039093,0,27.564,1007.875
76.40123319625854,0,27.564,1007.875
76.60825109481812,0,27.564,1007.875
76.8182475566864,0,27.564,1007.875
77.02323698997498,0,27.564,1007.875
77.22924017906189,0,27.564,1007.875
77.43423318862915,0,27.564,1007.875
77.64223456382751,0,28.736,1007.875
77.84722685813904,6,27.564,1007.875
78.053227186203,0,28.455,1007.875
78.25821733474731,6,27.564,1007.875
78.46421694755554,0,27.564,1007.875
78.66921806335449,0,27.564,1007.875
78.87420105934143,0,27.564,1007.875
79.08022141456604,0,27.663,1007.875
79.28559732437134,0,27.564,1007.875
79.49224615097046,0,27.564,1007.875
79.69822907447815,0,27.564,1007.875
79.90224075317383,0,27.564,1007.875
80.11225724220276,0,27.564,1007.875
80.31825160980225,3,27.564,1007.875
80.52321100234985,0,30.319,1007.875
80.73123931884766,3,27.564,1007.875
80.9372136592865,0,27.564,1007.875
81.14250564575195,0,27.564,1007.875
81.34956455230713,5,31.39,1043.875
81.57013058662415,1,27.564,1043.875
81.77906918525696,23,34.435,1005.875
81.9874176979065,83,52.625,2671.875
82.19908261299133,73,48.126,1061.875
82.43806385993958,31,40.909,1041.875
82.65336513519287,30,85.159,1975.875
82.86501216888428,71,71.413,2653.875
83.08929133415222,59,43.818,1043.875
83.30806374549866,11,35.325,1043.875
83.52505493164062,14,36.292,1043.875
83.74207901954651,9,40.12,1043.875
83.97106671333313,13,43.745,1043.875
84.18506813049316,11,39.33,1043.875
84.40730786323547,12,41.748,1043.875
84.62105560302734,12,41.352,1043.875
84.83108425140381,11,39.057,1043.875
85.04253840446472,27,31.686,1043.875
85.26406359672546,19,31.506,1043.875
85.47606325149536,24,31.273,1043.875
85.69206166267395,40,33.546,1043.875
85.90005159378052,33,34.633,1043.875
86.11311507225037,40,33.664,1043.875
86.32431650161743,45,35.226,1043.875
86.53308176994324,34,35.522,1043.875
86.75307893753052,35,31.983,1023.875
86.9607310295105,40,44.83,2177.875
87.20807909965515,54,36.391,1021.875
87.49104189872742,14,62.748,2207.875
87.70206761360168,71,44.876,1051.875
87.91607165336609,15,46.55,1051.875
88.1251962184906,15,35.028,1051.875
88.33805108070374,13,42.982,1103.875
88.54823040962219,25,39.748,1103.875
88.76105260848999,24,44.534,1103.875
88.96907067298889,24,40.491,1103.875
89.1810519695282,25,43.45,1103.875
89.3920533657074,24,40.294,1103.875
89.60123252868652,28,35.423,1103.875
89.81505131721497,23,35.72,1103.875
90.0280613899231,29,36.115,1103.875
90.2342472076416,27,39.673,1103.875
90.44467735290527,29,34.238,1103.875
90.66283535957336,30,34.653,1103.875
90.88004946708679,29,32.181,1103.875
91.08520460128784,33,37.971,1103.875
91.29005527496338,24,32.873,1103.875
91.50005292892456,29,33.862,1103.875
91.71704936027527,34,34.732,1103.875
91.92947769165039,41,39.528,1103.875
92.14205741882324,31,36.136,1103.875
92.35405206680298,29,38.092,1103.875
92.56105470657349,32,33.052,1103.875
92.7700629234314,29,33.466,1103.875
92.97921228408813,33,31.309,1103.875
93.18809485435486,32,32.972,1103.875
93.41124105453491,25,30.302,1103.875
93.62105774879456,41,36.412,1103.875
93.83007526397705,30,32.737,1103.875
94.04382538795471,40,39.847,1103.875
94.25649356842041,30,34.416,1103.875
94.48307657241821,35,34.969,1103.875
94.69723176956177,25,30.715,1103.875
94.92122912406921,23,34.257,1103.875
95.13022565841675,34,36.136,1103.875
95.34709334373474,35,32.477,1103.875
95.55723810195923,29,32.774,1103.875
95.7672131061554,24,30.814,1103.875
95.985999584198,24,30.715,1103.875
96.19635725021362,14,34.851,1103.875
96.44906306266785,27,31.686,1103.875
96.67105412483215,25,30.913,1103.875
96.87928318977356,20,32.675,1103.875
97.10227608680725,22,31.902,1103.875
97.32005286216736,22,34.732,1103.875
97.53809404373169,22,29.725,1103.875
97.76305270195007,27,33.664,1103.875
98.00288033485413,22,33.565,1103.875
98.21982336044312,20,29.528,1103.875
98.43404912948608,24,31.291,1103.875
98.65406775474548,23,29.824,1103.875
98.8760814666748,37,30.616,1103.875
99.09306216239929,39,32.181,1103.875
99.3120527267456,39,34.929,1103.875
99.52321791648865,47,40.811,1103.875
99.73426914215088,36,38.245,1103.875
99.95740556716919,37,34.06,1103.875
100.17104864120483,33,34.831,1103.875
100.38414740562439,40,40.416,1103.875
100.59604859352112,30,37.477,1103.875
100.80610704421997,35,32.379,1103.875
101.01522612571716,32,33.941,1103.875
101.2252345085144,44,39.034,1103.875
101.46516108512878,36,34.851,1103.875
101.67577028274536,35,36.016,1103.875
101.88306403160095,32,39.725,1103.875
102.09205675125122,22,34.257,1103.875
102.31572103500366,33,36.115,1103.875
102.52905249595642,32,36.51,1103.875
102.7482750415802,36,33.565,1103.875
102.96930575370789,31,34.257,1103.875
103.18305945396423,35,30.121,1103.875
103.3903260231018,37,36.729,1103.875
103.6202552318573,38,33.842,1103.875
103.82822823524475,34,35.699,1103.875
104.03705024719238,27,32.873,1103.875
104.27125453948975,38,37.279,1103.875
104.49019312858582,46,34.732,1103.875
104.7000515460968,36,34.337,1103.875
104.92409110069275,39,34.06,1103.875
105.14417362213135,21,31.012,1103.875
105.35424280166626,28,32.657,1103.875
105.56005358695984,42,34.732,1103.875
105.78105235099792,35,32.675,1103.875
106.0034601688385,33,31.588,1103.875
106.23041582107544,27,34.455,1103.875
106.4453866481781,25,34.752,1103.875
106.66223096847534,23,31.111,1103.875
106.87226510047913,33,33.961,1103.875
107.08206558227539,33,36.51,1103.875
107.29506254196167,36,35.621,1103.875
107.50607085227966,35,31.407,1103.875
107.7132658958435,35,32.298,1103.875
107.92005777359009,29,34.158,1103.875
108.13706231117249,40,36.193,1103.875
108.35006284713745,27,35.522,1103.875
108.56306385993958,38,33.17,1103.875
108.78313326835632,27,28.835,1103.875
109.0030620098114,22,31.39,1103.875
109.22612404823303,23,31.588,1103.875
109.44404935836792,29,32.477,1103.875
109.66006183624268,20,32.477,1103.875
109.87805414199829,25,33.941,1103.875
110.11105680465698,19,28.736,1103.875
110.33806204795837,29,30.715,1103.875
110.557053565979,14,30.994,1103.875
110.78505444526672,24,30.121,1103.875
110.9980800151825,24,30.814,1103.875
111.2150821685791,30,36.313,1103.875
111.42453622817993,20,32.873,1103.875
111.64606094360352,33,29.528,1103.875
111.86108899116516,19,33.447,1103.875
112.07410740852356,50,37.378,1103.875
112.28505754470825,31,36.729,1103.875
112.49606490135193,32,35.226,1103.875
112.70723557472229,30,34.929,1103.875
112.91806268692017,36,36.983,1103.875
113.13205242156982,40,34.633,1103.875
113.34605526924133,40,34.851,1103.875
113.5589189529419,38,34.158,1103.875
113.77204990386963,36,28.059,1103.875
113.98405051231384,24,30.913,1103.875
114.19405221939087,33,31.785,1103.875
114.40505290031433,32,32.298,1103.875
114.6103413105011,32,36.214,1103.875
114.82005262374878,32,32.576,1103.875
115.03107571601868,34,35.147,1103.875
115.2430510520935,41,35.048,1103.875
115.46905136108398,31,33.466,1103.875
115.67906260490417,29,30.418,1103.875
115.88906145095825,37,34.752,1103.875
116.10127592086792,35,35.423,1103.875
116.3080735206604,29,34.356,1103.875
116.53719162940979,39,38.092,1103.875
116.74148797988892,33,36.807,1103.875
116.95223379135132,28,36.214,1103.875
117.16109132766724,33,36.489,1103.875
117.38082551956177,34,32.576,1103.875
117.59106636047363,35,34.435,1103.875
117.79807233810425,34,36.489,1103.875
118.01605248451233,31,38.859,1103.875
118.230215549469,42,33.466,1103.875
118.4400520324707,35,32.675,1103.875
118.65326189994812,40,31.39,1103.875
118.86901330947876,31,34.257,1103.875
119.08175683021545,37,33.268,1103.875
119.2978367805481,39,38.168,1103.875
119.5150511264801,31,28.538,1103.875
119.72604990005493,34,31.407,1103.875
119.93734884262085,40,35.048,1103.875
120.15305209159851,21,34.356,1103.875
120.36208319664001,40,36.016,1103.875
120.57305240631104,40,37.4,1103.875
120.78224658966064,35,35.048,1103.875
120.99405813217163,30,34.06,1103.875
121.21805119514465,29,38.168,1103.875
121.42505931854248,37,35.226,1103.875
121.63704872131348,38,39.057,1103.875
121.84920597076416,34,31.111,1103.875
122.05706310272217,23,35.621,1103.875
122.27341771125793,22,32.793,1103.875
122.49725532531738,20,30.418,1103.875
122.7160530090332,19,30.319,1103.875
122.93887162208557,24,32.675,1103.875
123.16326928138733,27,30.913,1103.875
123.38268423080444,23,31.111,1103.875
123.59904980659485,27,32.774,1103.875
123.81605219841003,24,31.704,1103.875
124.03850388526917,24,29.033,1103.875
124.24623084068298,18,31.605,1103.875
124.48206305503845,25,30.796,1103.875
124.70422625541687,20,32.991,1103.875
124.9340558052063,32,37.103,1103.875
125.14605712890625,24,32.774,1103.875
125.3730537891388,43,37.301,1103.875
125.58105301856995,30,35.642,1103.875
125.79122543334961,40,29.725,1103.875
126.00523209571838,34,32.261,1103.875
126.21913194656372,37,34.653,1103.875
126.42820000648499,50,32.477,1103.875
126.64823198318481,37,39.156,1103.875
126.86310338973999,27,33.862,1103.875
127.07149481773376,36,33.664,1103.875
127.27809643745422,37,31.983,1103.875
127.5480523109436,16,29.824,1103.875
127.76821780204773,37,31.093,1103.875
127.9812171459198,48,36.115,1103.875
128.19560289382935,24,35.819,1103.875
128.40605354309082,17,28.653,1103.875
128.61506915092468,28,35.325,1103.875
128.82306456565857,27,33.664,1103.875
129.04123902320862,27,38.563,1103.875
129.25106143951416,34,34.929,1103.875
129.46106338500977,27,31.605,1103.875
129.67705631256104,30,30.203,1103.875
129.88906168937683,29,31.309,1103.875
130.0968680381775,32,30.319,1103.875
130.303204536438,36,34.534,1103.875
130.50988507270813,35,33.961,1103.875
130.73705410957336,37,32.675,1103.875
130.99712705612183,24,32.379,1103.875
131.20540308952332,27,31.767,1103.875
131.41430807113647,30,35.028,1103.875
131.6292164325714,36,33.862,1103.875
131.83319783210754,39,37.872,1103.875
132.04021573066711,15,30.814,1103.875
132.25122141838074,16,31.704,1103.875
132.46205163002014,34,37.181,1103.875
132.67605066299438,43,34.534,1103.875
132.88806009292603,36,34.139,1103.875
133.10822677612305,28,34.752,1103.875
133.31620359420776,38,35.918,1103.875
133.52513551712036,38,35.147,1103.875
133.74308156967163,32,34.238,1103.875
133.95721220970154,35,30.698,1103.875
134.17022824287415,38,39.178,1103.875
134.3810534477234,34,33.645,1103.875
134.594069480896,33,33.862,1103.875
134.80208158493042,39,35.423,1103.875
135.0150957107544,40,35.127,1103.875
135.2310471534729,25,32.082,1103.875
135.45038890838623,31,31.983,1103.875
135.67126941680908,24,30.895,1103.875
135.89172196388245,23,36.51,1103.875
136.10556054115295,27,31.884,1103.875
136.3330523967743,27,28.538,1103.875
136.55305695533752,22,32.397,1103.875
136.78025722503662,22,33.367,1103.875
137.01035737991333,20,30.698,1103.875
137.23105716705322,26,28.835,1103.875
137.44822430610657,25,33.763,1103.875
137.66029620170593,26,32.576,1103.875
137.87504887580872,19,32.675,1103.875
138.09047198295593,21,31.686,1103.875
138.30826926231384,25,30.022,1103.875
138.5320746898651,26,31.588,1103.875
138.75305843353271,26,34.139,1103.875
138.96079969406128,33,37.202,1103.875
139.1740517616272,33,32.082,1103.875
139.39644694328308,37,33.268,1103.875
139.61008286476135,38,32.774,1103.875
139.82305145263672,43,35.028,1103.875
140.03070783615112,32,38.366,1103.875
140.24748945236206,39,39.133,1103.875
140.4650638103485,38,33.466,1103.875
140.6752154827118,26,36.687,1103.875
140.9001808166504,38,35.819,1103.875
141.1102020740509,36,36.412,1103.875
141.31883549690247,36,34.534,1103.875
141.54677534103394,45,33.862,1103.875
141.7530541419983,34,34.435,1103.875
141.96255445480347,39,40.811,1103.875
142.17806243896484,33,33.268,1103.875
142.39506030082703,30,29.725,1103.875
142.6061041355133,31,33.052,1103.875
142.82266545295715,39,34.534,1103.875
143.03805232048035,31,33.268,1103.875
143.2532012462616,36,31.686,1103.875
143.46105217933655,37,38.366,1103.875
143.67333126068115,35,31.012,1103.875
143.89406180381775,32,39.551,1103.875
144.1062364578247,35,36.016,1103.875
144.3154501914978,38,32.873,1103.875
144.53405475616455,33,31.407,1103.875
144.75505471229553,35,32.397,1103.875
144.97911667823792,34,30.895,1103.875
145.19108486175537,36,38.19,1103.875
145.40179824829102,38,34.158,1103.875
145.62105464935303,41,36.115,1103.875
145.8380491733551,35,33.546,1103.875
146.05311679840088,42,37.005,1103.875
146.25905466079712,32,33.961,1103.875
146.47078847885132,32,34.257,1103.875
146.68705677986145,33,38.388,1103.875
146.90507173538208,29,29.626,1103.875
147.13305830955505,29,30.796,1103.875
147.34805297851562,31,38.464,1103.875
147.56422424316406,44,36.983,1103.875
147.7750506401062,42,32.28,1103.875
147.98705220222473,34,33.268,1103.875
148.19905161857605,29,28.158,1103.875
148.40893721580505,29,32.576,1103.875
148.6270534992218,40,39.528,1103.875
148.84131479263306,23,31.686,1103.875
149.0590636730194,23,28.95,1103.875
149.279634475708,16,31.407,1103.875
149.52713012695312,22,32.28,1103.875
149.73967957496643,26,31.407,1103.875
149.95361709594727,24,31.291,1103.875
150.174054145813,22,32.477,1103.875
150.38626551628113,23,31.983,1103.875
150.60216569900513,29,30.022,1103.875
150.82022285461426,17,34.831,1103.875
151.04825830459595,23,31.012,1103.875
151.27305150032043,25,33.09,1103.875
151.49306297302246,21,32.675,1103.875
151.70505213737488,30,38.289,1103.875
151.91606974601746,23,29.626,1103.875
152.12504863739014,36,31.506,1103.875
152.33808159828186,37,34.257,1103.875
152.54713940620422,28,31.704,1103.875
152.75840377807617,38,34.633,1103.875
152.97106313705444,48,34.337,1103.875
153.18026423454285,36,35.72,1103.875
153.38987755775452,41,34.257,1103.875
153.5990514755249,31,31.983,1103.875
153.80904984474182,32,35.918,1103.875
154.02729272842407,39,33.941,1103.875
154.24005222320557,33,36.193,1103.875
154.46005082130432,40,40.044,1103.875
154.67405438423157,30,35.246,1103.875
154.88322520256042,35,32.082,1103.875
155.108065366745,34,33.565,1103.875
155.32123684883118,36,35.897,1103.875
155.53610348701477,36,33.367,1103.875
155.76506280899048,35,32.595,1103.875
155.97722220420837,33,36.983,1103.875
156.18946838378906,34,33.268,1103.875
156.41242098808289,29,33.09,1103.875
156.63089776039124,41,30.994,1103.875
156.85996389389038,39,34.238,1103.875
157.08079314231873,42,38.069,1103.875
157.28822469711304,38,35.147,1103.875
