epoch,train_loss,train_acc,train_time_s,train_throughput_samples_s,train_samples_epoch,val_loss,val_acc,val_time_s,val_throughput_samples_s,val_samples_epoch,gpu_max_mem_alloc_mb,gpu_max_mem_reserved_mb
1,0.34366430009206134,0.9042333333651225,57.01928782463074,1052.2755069220923,60000,0.09358424042835832,0.972,4.488335609436035,2227.997384815997,10000,166.0068359375,208.0
2,0.0831187131067117,0.9760000000635782,25.084863424301147,2391.8806726240555,60000,0.05667862543053925,0.9809,3.921250581741333,2550.206825996629,10000,91.45654296875,202.0
3,0.05856827835639318,0.9828500000317891,25.052607536315918,2394.960281600421,60000,0.04714192207381129,0.9839,2.8810176849365234,3470.995701374991,10000,91.45654296875,202.0
